448.79,4
305.51,4
80.31,4
133.72,4
182.21,4
256.49,4
188.01,4
197.4,4
476.32,4
309.22,4
20.25,4
232.28,4
153.94,4
179.58,4
19.67,4
248.39,4
445.18,4
195.83,4
53.84,4
353.31,4
60.04,4
320.95,4
19.97,4
232.72,4
412.82,4
423.93,4
159.43,4
286.41,4
405.65,4
108.95,4
232.58,4
130.79,4
481.92,4
187.59,4
456.33,4
305.03,4
386.2,4
116.57,4
496.41,4
401.34,4
301.17,4
199.97,4
181.25,4
484.26,4
241.01,4
438.14,4
424.16,4
384.66,4
419.38,4
183.47,4
150.91,4
68.03,4
206.87,4
498.25,4
475.87,4
157.59,4
399.25,4
451.33,4
453.09,4
196.57,4
18.84,4
187.99,4
363.15,4
194.64,4
291.91,4
107.22,4
48.52,4
52.38,4
308.69,4
432.9,4
181.67,4
490.84,4
444.13,4
183.21,4
408.39,4
452.72,4
429.85,4
294.35,4
379.0,4
471.62,4
164.76,4
97.81,4
315.99,4
488.8,4
110.09,4
51.16,4
413.22,4
137.31,4
495.24,4
323.65,4
56.17,4
423.3,4
279.81,4
33.53,4
11.93,4
184.02,4
56.95,4
443.84,4
144.74,4
131.08,4
248.01,4
371.17,4
481.28,4
175.73,4
372.31,4
317.93,4
386.32,4
153.63,4
117.76,4
101.61,4
277.97,4
359.28,4
436.39,4
259.36,4
281.14,4
413.64,4
381.34,4
440.32,4
33.7,4
87.34,4
150.49,4
232.09,4
122.52,4
351.85,4
498.9,4
199.11,4
275.98,4
281.13,4
345.56,4
498.29,4
275.58,4
99.55,4
122.43,4
365.08,4
421.93,4
44.53,4
84.6,4
233.23,4
476.71,4
455.46,4
159.75,4
254.8,4
335.77,4
74.4,4
396.89,4
160.06,4
100.55,4
279.44,4
292.76,4
168.85,4
449.19,4
102.87,4
457.82,4
405.45,4
84.7,4
353.5,4
105.74,4
256.98,4
21.4,4
87.58,4
152.1,4
109.05,4
42.57,4
116.76,4
473.49,4
388.79,4
61.63,4
241.2,4
196.66,4
26.1,4
284.75,4
262.42,4
117.04,4
137.99,4
65.79,4
266.91,4
87.37,4
319.0,4
422.11,4
495.85,4
151.9,4
388.3,4
309.19,4
489.38,4
152.31,4
413.22,4
58.61,4
376.63,4
92.2,4
100.76,4
434.43,4
449.15,4
294.72,4
156.56,4
497.41,4
206.71,4
201.9,4
132.39,4
281.73,4
215.44,4
43.99,4
16.62,4
437.82,4
494.83,4
213.94,4
424.93,4
337.14,4
70.18,4
278.75,4
379.12,4
289.08,4
315.51,4
237.03,4
267.52,4
267.39,4
251.13,4
261.14,4
33.15,4
247.21,4
397.06,4
337.41,4
359.09,4
290.86,4
383.59,4
385.06,4
360.56,4
316.8,4
331.64,4
419.91,4
159.44,4
373.8,4
285.17,4
256.42,4
456.83,4
251.55,4
195.59,4
141.68,4
388.22,4
321.28,4
497.38,4
225.38,4
481.78,4
318.22,4
265.21,4
275.57,4
172.02,4
301.36,4
464.37,4
336.83,4
482.72,4
198.17,4
492.08,4
495.79,4
276.89,4
330.74,4
235.4,4
40.81,4
205.51,4
474.17,4
427.84,4
15.57,4
242.88,4
379.68,4
172.71,4
392.25,4
49.23,4
470.13,4
141.65,4
326.61,4
465.45,4
174.92,4
350.49,4
78.11,4
65.05,4
479.25,4
263.23,4
225.51,4
52.88,4
67.64,4
27.55,4
355.73,4
24.03,4
225.02,4
258.61,4
311.67,4
114.47,4
468.85,4
171.85,4
243.35,4
460.13,4
34.19,4
454.21,4
27.53,4
13.59,4
331.64,4
456.57,4
132.48,4
103.67,4
322.83,4
230.09,4
245.35,4
365.59,4
382.89,4
17.02,4
443.8,4
275.29,4
487.8,4
365.96,4
206.38,4
456.72,4
408.67,4
171.25,4
181.0,4
440.59,4
258.37,4
419.51,4
232.32,4
139.86,4
138.3,4
228.51,4
298.71,4
333.39,4
29.72,4
294.11,4
278.79,4
429.27,4
154.67,4
448.15,4
399.51,4
414.22,4
333.3,4
192.71,4
116.89,4
308.56,4
289.53,4
426.89,4
86.94,4
417.83,4
52.03,4
493.07,4
390.07,4
174.42,4
56.01,4
146.81,4
218.83,4
384.29,4
56.84,4
499.59,4
84.71,4
394.83,4
89.62,4
413.43,4
341.17,4
471.62,4
338.07,4
402.53,4
128.81,4
431.14,4
203.24,4
59.48,4
148.5,4
238.21,4
43.54,4
130.46,4
300.2,4
106.89,4
335.4,4
83.56,4
19.8,4
175.7,4
155.91,4
52.99,4
320.03,4
292.46,4
76.46,4
382.8,4
237.07,4
221.98,4
151.46,4
93.32,4
368.0,4
444.95,4
153.38,4
439.57,4
328.82,4
164.36,4
91.75,4
459.93,4
290.42,4
306.78,4
88.58,4
413.72,4
399.6,4
198.24,4
42.12,4
48.7,4
451.04,4
231.17,4
83.62,4
446.32,4
101.5,4
385.6,4
275.75,4
383.68,4
343.03,4
344.2,4
337.63,4
251.12,4
195.71,4
146.55,4
404.0,4
385.41,4
60.3,4
494.43,4
213.13,4
479.04,4
133.2,4
335.31,4
13.39,4
217.06,4
57.69,4
392.85,4
360.77,4
399.73,4
81.44,4
328.65,4
41.83,4
17.18,4
257.37,4
92.21,4
297.96,4
272.13,4
113.53,4
155.94,4
400.19,4
207.78,4
406.5,4
53.57,4
419.61,4
296.61,4
417.03,4
461.48,4
95.88,4
127.45,4
346.42,4
23.94,4
109.6,4
321.11,4
296.48,4
402.31,4
247.08,4
468.77,4
180.5,4
12.81,4
446.09,4
84.33,4
102.92,4
216.05,4
138.27,4
267.24,4
405.93,4
100.06,4
259.9,4
459.85,4
67.35,4
205.23,4
421.22,4
432.87,4
349.06,4
126.67,4
394.03,4
296.19,4
261.39,4
305.48,4
