416.23,0
196.67,0
307.87,0
450.98,0
161.3,0
116.65,0
325.81,0
360.51,0
397.7,0
328.17,0
153.78,0
418.34,0
351.78,0
262.72,0
401.15,0
299.53,0
436.89,0
109.02,0
126.53,0
356.48,0
229.74,0
410.33,0
20.51,0
414.59,0
213.39,0
401.49,0
154.34,0
399.77,0
55.66,0
385.97,0
363.87,0
264.15,0
447.09,0
181.47,0
418.93,0
52.94,0
117.53,0
347.06,0
292.1,0
229.27,0
499.45,0
405.35,0
220.16,0
124.33,0
142.47,0
287.38,0
51.62,0
290.68,0
373.15,0
77.08,0
420.09,0
138.28,0
310.27,0
83.17,0
134.07,0
264.35,0
292.15,0
27.64,0
272.62,0
240.99,0
498.56,0
412.37,0
434.44,0
86.15,0
316.3,0
350.43,0
36.28,0
215.18,0
376.0,0
302.81,0
335.92,0
257.45,0
214.21,0
222.98,0
167.06,0
412.93,0
263.75,0
376.04,0
341.7,0
62.93,0
176.57,0
363.3,0
317.4,0
443.52,0
27.71,0
68.1,0
204.15,0
142.05,0
174.97,0
334.4,0
188.12,0
311.27,0
312.52,0
224.99,0
468.31,0
98.85,0
159.76,0
342.47,0
325.59,0
225.13,0
396.45,0
421.36,0
482.09,0
240.85,0
44.35,0
263.4,0
311.4,0
350.7,0
308.58,0
401.22,0
352.23,0
11.37,0
78.16,0
82.85,0
431.91,0
157.03,0
145.75,0
405.23,0
42.17,0
475.38,0
281.13,0
64.02,0
336.3,0
12.78,0
130.78,0
365.56,0
153.84,0
233.96,0
84.86,0
38.74,0
437.16,0
11.73,0
496.47,0
392.01,0
246.56,0
31.75,0
364.3,0
486.17,0
343.08,0
388.81,0
322.58,0
69.73,0
231.38,0
314.78,0
280.04,0
175.05,0
383.81,0
237.27,0
320.73,0
149.48,0
318.22,0
453.22,0
145.29,0
21.81,0
357.96,0
308.97,0
243.12,0
83.37,0
190.07,0
250.45,0
229.45,0
125.25,0
176.44,0
331.16,0
50.77,0
240.16,0
379.79,0
188.85,0
70.64,0
274.01,0
314.03,0
248.77,0
157.46,0
264.91,0
251.52,0
103.55,0
392.08,0
367.19,0
415.14,0
91.83,0
395.91,0
326.77,0
97.78,0
313.4,0
32.61,0
404.6,0
482.82,0
369.64,0
409.01,0
337.84,0
245.82,0
39.73,0
167.31,0
232.63,0
90.3,0
62.13,0
56.27,0
467.94,0
255.27,0
330.84,0
482.87,0
497.97,0
294.12,0
307.77,0
395.42,0
387.15,0
356.35,0
278.32,0
398.81,0
49.04,0
349.15,0
36.03,0
431.04,0
319.97,0
491.89,0
426.88,0
414.21,0
277.66,0
256.97,0
392.23,0
246.05,0
29.17,0
269.11,0
469.77,0
81.98,0
71.17,0
230.97,0
276.02,0
489.45,0
272.19,0
355.29,0
321.65,0
28.66,0
377.21,0
449.22,0
171.78,0
202.36,0
264.61,0
275.43,0
317.02,0
105.79,0
101.56,0
472.93,0
317.29,0
363.32,0
340.33,0
49.45,0
101.56,0
30.44,0
138.39,0
67.11,0
155.89,0
376.33,0
411.67,0
77.36,0
173.47,0
422.55,0
413.5,0
449.3,0
137.02,0
107.64,0
201.98,0
232.7,0
289.11,0
316.07,0
242.82,0
470.13,0
367.8,0
42.61,0
485.82,0
353.13,0
176.57,0
58.15,0
192.18,0
389.8,0
203.36,0
328.63,0
371.61,0
128.79,0
22.31,0
100.35,0
87.53,0
71.52,0
165.59,0
263.62,0
50.87,0
220.56,0
367.08,0
10.61,0
106.18,0
499.35,0
440.49,0
480.85,0
282.69,0
214.56,0
375.66,0
278.39,0
195.17,0
137.28,0
107.49,0
55.67,0
274.53,0
76.22,0
32.6,0
53.97,0
442.31,0
433.16,0
218.12,0
69.9,0
472.02,0
146.78,0
411.26,0
169.15,0
172.7,0
79.6,0
118.47,0
446.34,0
361.86,0
22.98,0
158.46,0
126.09,0
310.96,0
124.42,0
50.77,0
43.83,0
69.84,0
183.34,0
129.6,0
133.82,0
178.8,0
406.1,0
