327.08,466.83
343.07,343.83
113.72,418.69
451.15,478.79
390.46,113.36
297.73,210.39
109.36,50.18
225.39,213.24
312.32,301.2
477.01,99.18
480.36,53.88
235.62,466.17
343.78,236.88
211.03,276.71
460.35,194.34
355.32,472.2
330.07,257.6
92.36,196.17
135.35,341.26
242.44,351.94
266.26,369.71
254.24,127.09
40.12,52.74
173.54,366.64
242.07,253.23
440.08,180.47
213.09,65.97
407.48,394.45
333.28,219.45
301.71,400.31
154.68,299.53
229.82,308.88
72.57,218.22
190.95,486.16
134.55,175.39
161.72,166.65
214.97,116.8
456.3,151.29
469.9,131.77
38.07,130.15
181.39,360.36
231.07,164.6
474.56,338.13
95.09,275.42
154.75,119.12
321.2,199.11
473.84,296.17
14.78,451.15
400.98,28.76
288.37,396.67
12.77,87.24
110.7,221.23
195.01,321.35
342.48,472.1
472.85,326.09
84.43,330.59
433.6,320.09
87.04,288.87
112.99,322.86
41.09,341.35
234.19,327.82
359.16,251.15
77.42,20.29
464.26,123.46
217.27,267.14
16.56,475.1
321.28,493.51
89.67,404.86
416.16,452.1
289.38,73.61
355.19,469.11
370.99,101.07
462.57,197.76
201.69,209.0
171.94,130.41
76.16,264.5
156.99,499.22
31.21,217.97
90.36,219.87
498.41,189.26
119.25,43.8
44.24,123.09
444.22,145.44
297.63,398.44
387.13,74.38
137.45,347.23
447.56,28.49
390.49,337.04
79.8,122.95
193.56,85.44
420.35,445.57
317.3,13.89
202.93,369.67
283.28,12.21
345.6,164.54
52.45,273.7
417.97,86.4
53.34,268.12
12.35,298.76
353.89,236.14
298.67,429.87
462.83,247.19
333.31,35.95
157.76,241.26
45.8,66.95
256.41,142.53
287.53,420.82
133.67,326.94
250.18,250.71
469.17,154.42
103.04,102.98
51.01,453.69
437.1,41.77
329.73,21.7
364.42,270.88
395.89,305.25
278.35,68.7
319.29,159.45
156.6,332.81
375.05,125.2
73.44,308.2
195.39,27.08
200.65,322.42
498.84,193.12
322.03,283.23
160.33,247.02
386.29,246.81
66.66,482.2
31.11,249.74
73.8,69.75
217.21,28.25
389.87,423.74
348.97,176.16
279.68,417.19
89.74,251.73
202.0,203.19
449.64,470.49
442.19,449.65
179.06,112.02
275.03,28.11
368.54,291.54
464.99,21.52
254.99,329.97
267.71,30.83
326.29,366.96
351.69,398.33
341.46,463.63
94.92,381.8
280.49,379.49
169.12,218.44
63.24,116.13
165.6,440.65
241.24,10.73
